Date,ETH,BTC,XRP,LTC,XLM,Palladium,Gold,HSI,N225,SP500,NVIDIA,AMD
2016-01-01,0.948024,434.33,0.005955,3.51,0.001748,562.0,1060.2,21914.400391,19033.710938,2035.4,32.96,2.87
2016-01-02,0.937124,433.44,0.006065,3.5,0.001741,562.0,1060.2,21914.400391,19033.710938,2035.4,32.96,2.87
2016-01-03,0.971905,430.01,0.006017,3.48,0.001744,562.0,1060.2,21914.400391,19033.710938,2035.4,32.96,2.87
2016-01-04,0.95448,433.09,0.005958,3.5,0.001748,544.2,1075.2,21327.119141,18450.980469,2009.1,32.37,2.77
2016-01-05,0.950176,431.96,0.006044,3.47,0.001721,535.75,1078.4,21188.720703,18374.0,2011.7,32.89,2.75
2016-01-06,0.95086,429.11,0.006003,3.45,0.001672,505.05,1091.9,20980.810547,18191.320313,1985.9,31.53,2.505
2016-01-07,0.942005,458.05,0.006039,3.6,0.001728,493.0,1107.8,20333.339844,17767.339844,1932.9,30.28,2.275
2016-01-08,0.986789,453.23,0.005933,3.57,0.001681,493.6,1097.9,20453.710938,17697.960938,1911.5,29.63,2.14
2016-01-09,0.986833,447.61,0.005982,3.56,0.001749,493.6,1097.9,20453.710938,17697.960938,1911.5,29.63,2.14
2016-01-10,0.999231,447.99,0.005956,3.54,0.001765,493.6,1097.9,20453.710938,17697.960938,1911.5,29.63,2.14
2016-01-11,1.06,448.43,0.005895,3.56,0.001739,474.3,1096.2,19888.5,17697.960938,1914.2,29.68,2.34
2016-01-12,1.14,435.69,0.005854,3.49,0.001743,469.8,1085.2,19711.759766,17218.960938,1924.9,30.18,2.39
2016-01-13,1.13,432.37,0.005794,3.48,0.001824,486.65,1087.1,19934.880859,17715.630859,1881.4,29.26,2.25
2016-01-14,1.19,430.31,0.005529,3.47,0.001914,491.25,1073.6,19817.410156,17240.949219,1914.6,28.67,2.21
2016-01-15,1.21,364.33,0.005229,3.0,0.001737,487.05,1090.7,19520.769531,17147.109375,1875.0,27.11,2.03
2016-01-16,1.22,387.54,0.005112,3.09,0.001748,487.05,1090.7,19520.769531,17147.109375,1875.0,27.11,2.03
2016-01-17,1.33,382.3,0.005266,3.03,0.001714,487.05,1090.7,19520.769531,17147.109375,1875.0,27.11,2.03
2016-01-18,1.43,387.17,0.005326,3.05,0.001711,487.05,1090.7,19237.449219,16955.570313,1875.0,27.11,2.03
2016-01-19,1.37,380.15,0.005271,3.02,0.001826,496.9,1089.1,19635.810547,17048.369141,1872.9,27.33,1.95
2016-01-20,1.53,420.23,0.005381,3.39,0.001821,489.0,1106.2,18886.300781,16416.189453,1854.9,27.48,1.8
2016-01-21,1.55,410.26,0.005313,3.22,0.001738,499.0,1098.2,18542.150391,16017.259766,1861.0,27.8,2.09
2016-01-22,1.5,382.49,0.005114,3.08,0.001704,499.85,1096.3,19080.509766,16958.529297,1899.2,28.45,2.02
2016-01-23,1.97,387.49,0.00512,3.1,0.001696,499.85,1096.3,19080.509766,16958.529297,1899.2,28.45,2.02
2016-01-24,2.14,402.97,0.005219,3.18,0.001723,499.85,1096.3,19080.509766,16958.529297,1899.2,28.45,2.02
2016-01-25,2.5,391.73,0.005135,3.13,0.001709,491.15,1105.3,19340.140625,17110.910156,1870.2,28.42,2.12
2016-01-26,2.28,392.15,0.005419,3.15,0.001901,492.75,1120.6,18860.800781,16708.900391,1895.9,28.7,2.07
2016-01-27,2.39,394.97,0.006506,3.29,0.002235,502.25,1116.3,19052.449219,17163.919922,1875.1,28.36,2.13
2016-01-28,2.53,380.29,0.006226,3.12,0.001908,492.0,1116.1,19195.830078,17041.449219,1880.7,28.05,2.08
2016-01-29,2.49,379.47,0.00684,3.11,0.001888,498.5,1116.4,19683.109375,17518.300781,1930.1,29.29,2.2
2016-01-30,2.45,378.26,0.006634,3.08,0.001735,498.5,1116.4,19683.109375,17518.300781,1930.1,29.29,2.2
2016-01-31,2.31,368.77,0.006399,3.05,0.001776,498.5,1116.4,19683.109375,17518.300781,1930.1,29.29,2.2
2016-02-01,2.21,373.06,0.006542,3.08,0.001792,502.35,1128.0,19595.5,17865.230469,1931.3,29.3,2.14
2016-02-02,2.44,374.45,0.006768,3.08,0.001796,491.3,1127.2,19446.839844,17750.679688,1897.4,28.06,1.99
2016-02-03,2.53,369.95,0.006883,3.05,0.001807,515.55,1141.3,18991.589844,17191.25,1908.5,28.2,2.07
2016-02-04,2.58,389.59,0.00697,3.16,0.001803,515.6,1157.5,19183.089844,17044.990234,1907.8,28.21,2.09
2016-02-05,2.54,386.55,0.007262,3.14,0.001834,498.7,1157.7,19288.169922,16819.589844,1875.3,26.43,1.98
2016-02-06,2.53,376.52,0.007922,3.1,0.001864,498.7,1157.7,19288.169922,16819.589844,1875.3,26.43,1.98
2016-02-07,2.96,376.62,0.008338,3.09,0.001852,498.7,1157.7,19288.169922,16819.589844,1875.3,26.43,1.98
2016-02-08,3.18,373.45,0.007991,3.06,0.001841,518.1,1197.9,19288.169922,17004.300781,1852.0,25.22,1.93
2016-02-09,4.04,376.03,0.007815,3.08,0.001826,516.85,1198.6,19288.169922,16085.44043,1848.2,25.49,1.9
2016-02-10,4.44,381.65,0.007853,3.1,0.001849,524.7,1194.6,19288.169922,15713.389648,1846.7,25.43,1.84
2016-02-11,6.01,379.65,0.007815,3.08,0.001878,524.45,1247.8,18545.800781,15713.389648,1824.5,25.3,1.86
2016-02-12,5.55,384.26,0.007979,3.11,0.002344,527.0,1239.4,18319.580078,14952.610352,1858.3,25.73,1.83
2016-02-13,5.39,391.86,0.008257,3.13,0.002203,527.0,1239.4,18319.580078,14952.610352,1858.3,25.73,1.83
2016-02-14,5.24,407.23,0.00859,3.21,0.00219,527.0,1239.4,18319.580078,14952.610352,1858.3,25.73,1.83
2016-02-15,5.29,400.18,0.008631,3.18,0.002203,527.0,1239.4,18918.140625,16022.580078,1858.3,25.73,1.83
2016-02-16,4.32,407.49,0.008451,3.21,0.002649,509.6,1208.2,19122.080078,16054.429688,1888.8,26.99,1.83
2016-02-17,3.76,416.32,0.008138,3.24,0.002158,515.9,1211.4,18924.570313,15836.360352,1922.7,27.66,1.9
2016-02-18,4.4,422.37,0.007995,3.25,0.002122,504.85,1226.3,19363.080078,16196.799805,1916.6,30.04,1.91
2016-02-19,4.74,420.79,0.008245,3.25,0.00211,499.05,1230.8,19285.5,15967.169922,1914.5,30.44,1.91
2016-02-20,4.34,437.16,0.008253,3.46,0.002101,499.05,1230.8,19285.5,15967.169922,1914.5,30.44,1.91
2016-02-21,4.65,438.8,0.0081,3.46,0.002157,499.05,1230.8,19285.5,15967.169922,1914.5,30.44,1.91
2016-02-22,5.62,437.75,0.00805,3.48,0.001976,498.65,1210.1,19464.089844,16111.049805,1936.3,31.52,2.01
2016-02-23,5.59,420.74,0.00797,3.4,0.001903,500.05,1222.6,19414.779297,16052.049805,1916.1,31.6,1.97
2016-02-24,6.24,424.95,0.008076,3.37,0.001959,487.55,1239.1,19192.449219,15915.790039,1930.2,31.82,2.02
2016-02-25,6.1,424.54,0.008027,3.37,0.001975,483.55,1238.8,18888.75,16140.339844,1950.4,31.89,2.03
2016-02-26,5.92,432.15,0.008058,3.42,0.001943,482.45,1220.4,19364.150391,16188.410156,1942.7,31.68,2.07
2016-02-27,6.43,432.52,0.007972,3.41,0.002003,482.45,1220.4,19364.150391,16188.410156,1942.7,31.68,2.07
2016-02-28,6.47,433.5,0.007889,3.44,0.001981,482.45,1220.4,19364.150391,16188.410156,1942.7,31.68,2.07
2016-02-29,6.34,437.7,0.007923,3.45,0.001949,495.65,1234.4,19111.929688,16026.759766,1929.5,31.36,2.14
2016-03-01,7.65,435.12,0.008006,3.43,0.001909,517.35,1230.8,19407.460938,16085.509766,1977.9,32.75,2.18
2016-03-02,8.47,423.99,0.00803,3.37,0.001884,515.3,1241.8,20003.490234,16746.550781,1983.6,32.94,2.32
2016-03-03,9.29,421.65,0.008162,3.32,0.00189,542.2,1258.2,19941.759766,16960.160156,1990.5,32.65,2.46
2016-03-04,10.41,410.94,0.008096,3.25,0.001914,563.0,1270.7,20176.699219,17014.779297,1994.9,32.55,2.37
2016-03-05,11.0,400.57,0.007878,3.19,0.001824,563.0,1270.7,20176.699219,17014.779297,1994.9,32.55,2.37
2016-03-06,11.38,407.71,0.00786,3.22,0.001938,563.0,1270.7,20176.699219,17014.779297,1994.9,32.55,2.37
2016-03-07,9.55,414.32,0.007918,3.27,0.002392,577.6,1264.0,20159.720703,16911.320313,1999.1,32.34,2.47
2016-03-08,9.85,413.97,0.007949,3.25,0.002216,566.85,1262.9,20011.580078,16783.150391,1980.9,31.75,2.3
2016-03-09,11.9,414.86,0.008056,3.28,0.002229,566.15,1257.4,19996.259766,16642.199219,1988.9,31.73,2.26
2016-03-10,11.31,417.13,0.00819,3.29,0.002368,573.95,1272.8,19984.419922,16852.349609,1988.8,31.68,2.26
2016-03-11,11.08,421.69,0.008803,3.38,0.002567,579.95,1259.4,20199.599609,16938.869141,2010.5,32.22,2.52
2016-03-12,13.53,411.62,0.0087,3.29,0.00227,579.95,1259.4,20199.599609,16938.869141,2010.5,32.22,2.52
2016-03-13,14.48,414.07,0.008635,3.31,0.002177,579.95,1259.4,20199.599609,16938.869141,2010.5,32.22,2.52
2016-03-14,12.45,416.44,0.008479,3.3,0.002138,572.8,1245.1,20435.339844,17233.75,2008.9,32.3,2.72
2016-03-15,13.01,416.83,0.008186,3.31,0.002193,570.7,1231.0,20288.769531,17117.070313,2006.8,32.14,2.49
2016-03-16,12.52,417.01,0.008178,3.31,0.002136,597.8,1229.8,20257.699219,16974.449219,2030.3,33.1,2.63
2016-03-17,11.08,420.62,0.008287,3.31,0.002147,597.8,1265.0,20503.810547,16936.380859,2030.3,32.82,2.8
2016-03-18,11.0,409.55,0.008119,3.17,0.00198,590.05,1254.3,20671.630859,16724.810547,2037.4,33.81,2.93
2016-03-19,10.53,410.44,0.008016,3.18,0.002015,590.05,1254.3,20671.630859,16724.810547,2037.4,33.81,2.93
2016-03-20,10.32,413.76,0.00796,3.21,0.002088,590.05,1254.3,20671.630859,16724.810547,2037.4,33.81,2.93
2016-03-21,11.86,413.31,0.008047,3.2,0.002074,602.95,1244.2,20684.150391,16724.810547,2042.7,33.91,2.8
2016-03-22,11.27,418.09,0.00811,3.23,0.002079,605.6,1248.6,20666.75,17048.550781,2042.5,33.85,2.79
2016-03-23,12.42,418.04,0.008332,3.24,0.002174,583.1,1225.6,20615.230469,17000.980469,2028.8,34.43,2.68
2016-03-24,11.23,416.39,0.00823,3.22,0.00208,572.65,1223.5,20345.609375,16892.330078,2028.6,34.48,2.79
2016-03-25,10.74,417.18,0.008191,3.23,0.002076,572.65,1223.5,20345.609375,17002.75,2028.6,34.48,2.79
2016-03-26,10.97,417.95,0.008066,3.23,0.002059,572.65,1223.5,20345.609375,17002.75,2028.6,34.48,2.79
2016-03-27,10.42,426.77,0.008029,3.3,0.002027,572.65,1223.5,20345.609375,17002.75,2028.6,34.48,2.79
2016-03-28,11.67,424.23,0.007564,3.26,0.002113,567.0,1222.0,20345.609375,17134.369141,2028.0,34.83,2.78
2016-03-29,11.66,416.52,0.007566,3.23,0.002087,573.2,1237.5,20366.300781,17103.529297,2047.5,35.39,2.86
2016-03-30,11.95,414.82,0.007332,3.22,0.002039,566.35,1228.6,20803.390625,16878.960938,2055.2,35.76,2.86
2016-03-31,11.4,416.73,0.007391,3.26,0.002027,564.0,1235.6,20776.699219,16758.669922,2051.5,35.63,2.85
2016-04-01,11.66,417.96,0.007418,3.24,0.002047,560.9,1223.5,20498.919922,16164.160156,2065.1,36.15,2.83
2016-04-02,11.6,420.87,0.007501,3.26,0.002089,560.9,1223.5,20498.919922,16164.160156,2065.1,36.15,2.83
2016-04-03,11.62,420.9,0.007503,3.26,0.00221,560.9,1223.5,20498.919922,16164.160156,2065.1,36.15,2.83
2016-04-04,11.16,421.44,0.007491,3.25,0.002294,552.4,1219.3,20498.919922,16123.269531,2057.5,35.8,2.83
2016-04-05,10.44,424.03,0.007474,3.25,0.00216,543.65,1229.6,20177.0,15732.820313,2038.8,35.75,2.76
2016-04-06,10.69,423.41,0.007296,3.26,0.002163,537.95,1223.8,20206.669922,15715.360352,2060.2,35.8,2.8
2016-04-07,10.07,422.74,0.006875,3.25,0.002155,533.8,1237.5,20266.050781,15749.839844,2035.1,35.43,2.64
2016-04-08,9.72,420.35,0.006671,3.22,0.002184,538.65,1243.8,20370.400391,15821.519531,2040.7,35.66,2.74
2016-04-09,9.15,419.41,0.006288,3.22,0.002017,538.65,1243.8,20370.400391,15821.519531,2040.7,35.66,2.74
2016-04-10,8.94,421.56,0.005937,3.23,0.001882,538.65,1243.8,20370.400391,15821.519531,2040.7,35.66,2.74
2016-04-11,8.64,422.48,0.006048,3.24,0.001903,545.5,1258.0,20440.810547,15751.129883,2034.5,35.88,2.76
2016-04-12,7.44,425.19,0.005885,3.26,0.001871,544.15,1260.9,20504.439453,15928.790039,2055.7,35.84,2.81
2016-04-13,8.04,423.73,0.005695,3.24,0.001863,542.5,1248.3,21158.710938,16381.219727,2075.9,36.74,2.8
2016-04-14,8.39,424.28,0.006289,3.24,0.001877,560.9,1226.5,21337.810547,16911.050781,2076.6,36.84,2.72
2016-04-15,8.24,429.71,0.006424,3.28,0.001879,568.25,1234.6,21316.470703,16848.029297,2075.0,37.13,2.7
2016-04-16,8.61,430.57,0.00651,3.27,0.001922,568.25,1234.6,21316.470703,16848.029297,2075.0,37.13,2.7
2016-04-17,9.31,427.4,0.006499,3.26,0.001899,568.25,1234.6,21316.470703,16848.029297,2075.0,37.13,2.7
2016-04-18,9.04,428.59,0.006987,3.24,0.001903,568.0,1235.0,21161.5,16275.950195,2086.7,36.97,2.76
2016-04-19,8.71,435.51,0.007118,3.29,0.001929,582.15,1254.3,21436.210938,16874.439453,2093.7,36.31,2.62
2016-04-20,8.47,441.39,0.007244,3.28,0.001928,597.05,1254.4,21236.310547,16906.539063,2098.0,36.45,2.7
2016-04-21,8.1,449.42,0.007433,3.35,0.001874,610.05,1250.3,21622.25,17363.619141,2082.8,36.41,2.62
2016-04-22,7.82,445.74,0.007284,3.32,0.001917,606.2,1230.0,21467.039063,17572.490234,2086.0,36.27,3.99
2016-04-23,8.29,450.28,0.007346,3.33,0.001926,606.2,1230.0,21467.039063,17572.490234,2086.0,36.27,3.99
2016-04-24,8.0,458.55,0.007251,3.63,0.001912,606.2,1230.0,21467.039063,17572.490234,2086.0,36.27,3.99
2016-04-25,7.55,461.43,0.007283,3.81,0.001876,605.6,1240.2,21304.439453,17439.300781,2083.2,36.45,3.45
2016-04-26,7.4,466.09,0.007095,4.05,0.001819,604.5,1243.4,21407.269531,17353.279297,2088.4,36.48,3.66
2016-04-27,7.76,444.69,0.006725,3.89,0.001832,609.65,1250.4,21361.599609,17290.490234,2090.7,37.31,3.73
2016-04-28,7.17,449.01,0.006686,3.79,0.001904,624.35,1266.4,21388.029297,16666.050781,2072.4,36.2,3.61
2016-04-29,7.46,455.1,0.006759,3.81,0.001849,627.65,1290.5,21067.050781,16666.050781,2059.1,35.53,3.55
2016-04-30,8.81,448.32,0.006812,3.66,0.001852,627.65,1290.5,21067.050781,16666.050781,2059.1,35.53,3.55
2016-05-01,8.85,451.88,0.006791,3.71,0.001883,627.65,1290.5,21067.050781,16666.050781,2059.1,35.53,3.55
2016-05-02,10.16,444.67,0.006714,3.68,0.001868,624.75,1295.8,21067.050781,16147.379883,2074.3,36.0,3.74
2016-05-03,9.31,450.3,0.00656,3.74,0.001862,608.85,1291.8,20676.939453,16147.379883,2056.9,35.57,3.6
2016-05-04,9.41,446.72,0.006323,3.75,0.001865,596.45,1274.4,20525.830078,16147.379883,2046.9,34.76,3.6
2016-05-05,9.83,447.98,0.006193,3.71,0.00184,600.7,1272.3,20449.820313,16147.379883,2043.9,34.97,3.66
2016-05-06,9.35,459.6,0.006399,3.82,0.001829,607.2,1294.0,20109.869141,16106.719727,2052.7,35.33,3.68
2016-05-07,9.37,458.54,0.00649,3.95,0.001814,607.2,1294.0,20109.869141,16106.719727,2052.7,35.33,3.68
2016-05-08,9.48,458.55,0.006404,3.94,0.001796,607.2,1294.0,20109.869141,16106.719727,2052.7,35.33,3.68
2016-05-09,9.3,460.48,0.006399,4.06,0.001802,584.1,1266.6,20156.810547,16216.030273,2054.3,35.28,3.65
2016-05-10,9.36,450.89,0.006272,3.82,0.001774,592.2,1264.8,20242.679688,16565.189453,2077.6,35.96,3.64
2016-05-11,10.0,452.73,0.006189,3.88,0.001797,608.05,1275.5,20055.289063,16579.009766,2058.0,36.06,3.65
2016-05-12,10.06,454.77,0.006167,3.86,0.0018,596.65,1271.2,19915.460938,16646.339844,2058.8,35.57,3.59
2016-05-13,10.51,455.67,0.006109,3.93,0.00177,592.4,1272.7,19719.289063,16412.210938,2043.6,40.98,3.67
2016-05-14,10.24,455.67,0.006073,4.01,0.001781,592.4,1272.7,19719.289063,16412.210938,2043.6,40.98,3.67
2016-05-15,9.96,457.57,0.006061,4.06,0.001762,592.4,1272.7,19719.289063,16412.210938,2043.6,40.98,3.67
2016-05-16,11.17,454.16,0.006022,4.01,0.001724,591.0,1274.2,19883.949219,16466.400391,2062.7,42.19,3.79
2016-05-17,12.2,453.78,0.006023,3.98,0.001692,584.6,1276.9,20118.800781,16652.800781,2043.6,42.28,3.79
2016-05-18,13.56,454.62,0.006028,4.0,0.001711,579.6,1274.4,19826.410156,16644.689453,2041.6,43.36,3.84
2016-05-19,14.77,438.71,0.006032,3.83,0.001661,558.45,1254.8,19694.330078,16646.660156,2038.7,43.55,3.77
2016-05-20,13.64,442.68,0.006084,3.88,0.001649,558.9,1252.9,19852.199219,16736.349609,2050.0,44.33,3.87
2016-05-21,14.02,443.19,0.00599,3.95,0.001634,558.9,1252.9,19852.199219,16736.349609,2050.0,44.33,3.87
2016-05-22,14.29,439.32,0.005936,3.93,0.001626,558.9,1252.9,19852.199219,16736.349609,2050.0,44.33,3.87
2016-05-23,13.46,444.15,0.005909,3.97,0.001599,551.35,1251.5,19809.029297,16654.599609,2045.3,44.4,4.04
2016-05-24,12.73,445.98,0.005962,3.95,0.001608,538.8,1232.2,19830.429688,16498.759766,2075.0,45.36,4.2
2016-05-25,12.53,449.6,0.005756,4.05,0.00155,530.85,1226.6,20368.050781,16757.349609,2087.3,45.17,4.18
2016-05-26,12.43,453.38,0.005669,4.08,0.001489,543.65,1222.7,20397.109375,16772.460938,2089.7,45.65,4.35
2016-05-27,11.3,473.46,0.005679,4.5,0.001444,539.0,1216.7,20576.769531,16834.839844,2097.3,45.9,4.6
2016-05-28,11.89,530.04,0.005682,4.7,0.001476,539.0,1216.7,20576.769531,16834.839844,2097.3,45.9,4.6
2016-05-29,12.35,526.23,0.005662,4.61,0.001497,539.0,1216.7,20576.769531,16834.839844,2097.3,45.9,4.6
2016-05-30,12.73,533.86,0.005748,4.67,0.00151,539.0,1216.7,20629.390625,17068.019531,2097.3,45.9,4.6
2016-05-31,14.08,531.39,0.005706,4.65,0.001543,547.35,1217.5,20815.089844,17234.980469,2094.9,46.72,4.57
2016-06-01,14.0,536.92,0.005809,4.74,0.001525,546.75,1214.7,20760.980469,16955.730469,2097.9,46.81,4.43
2016-06-02,13.74,537.97,0.005766,4.72,0.001512,534.45,1212.6,20859.220703,16562.550781,2103.8,47.14,4.24
2016-06-03,13.85,569.19,0.005827,4.86,0.00153,549.35,1242.9,20947.240234,16642.230469,2097.8,46.48,4.16
2016-06-04,13.74,572.73,0.00578,4.81,0.001527,549.35,1242.9,20947.240234,16642.230469,2097.8,46.48,4.16
2016-06-05,13.98,574.98,0.005796,4.81,0.001498,549.35,1242.9,20947.240234,16642.230469,2097.8,46.48,4.16
2016-06-06,13.93,585.54,0.005769,4.96,0.001496,557.0,1247.4,21030.220703,16580.029297,2108.3,46.24,4.47
2016-06-07,14.51,576.6,0.00578,4.77,0.001488,552.15,1247.0,21328.240234,16675.449219,2110.3,46.33,4.51
2016-06-08,14.42,581.65,0.00577,4.75,0.001497,561.2,1262.3,21297.880859,16830.919922,2118.1,46.18,4.46
2016-06-09,14.4,574.63,0.005788,4.69,0.001587,560.6,1272.7,21297.880859,16668.410156,2105.2,47.38,4.52
2016-06-10,13.91,577.47,0.005736,4.84,0.001573,545.95,1275.9,21042.640625,16601.359375,2087.3,46.2,4.32
2016-06-11,14.19,606.73,0.005766,5.01,0.001576,545.95,1275.9,21042.640625,16601.359375,2087.3,46.2,4.32
2016-06-12,15.74,672.78,0.005852,5.33,0.00162,545.95,1275.9,21042.640625,16601.359375,2087.3,46.2,4.32
2016-06-13,17.6,704.38,0.005824,5.29,0.001561,545.85,1286.9,20512.990234,16019.179688,2069.7,46.79,4.4
2016-06-14,18.89,685.56,0.007105,5.2,0.001754,535.75,1288.1,20387.529297,15859.0,2065.9,46.88,4.39
2016-06-15,18.35,694.47,0.006887,5.24,0.001668,532.55,1288.3,20467.519531,15919.580078,2063.4,47.36,4.42
2016-06-16,20.59,766.31,0.006676,5.66,0.001722,534.95,1298.4,20038.419922,15434.139648,2070.6,47.55,4.75
2016-06-17,15.38,748.91,0.006693,5.59,0.001697,529.65,1294.8,20169.980469,15599.660156,2058.9,46.72,5.26
2016-06-18,11.33,756.23,0.006604,5.56,0.001758,529.65,1294.8,20169.980469,15599.660156,2058.9,46.72,5.26
2016-06-19,12.23,763.78,0.006813,5.59,0.001831,529.65,1294.8,20169.980469,15599.660156,2058.9,46.72,5.26
2016-06-20,11.84,737.23,0.006626,5.29,0.001774,548.45,1292.1,20510.199219,15965.299805,2074.2,47.56,5.1
2016-06-21,13.31,666.65,0.006172,4.82,0.001711,551.35,1272.5,20668.439453,16169.110352,2080.4,47.27,5.45
2016-06-22,13.1,596.12,0.006495,3.91,0.00162,562.25,1270.0,20795.119141,16065.719727,2076.7,47.23,5.02
2016-06-23,13.68,623.98,0.006381,3.85,0.001666,565.9,1263.1,20868.339844,16238.349609,2105.8,48.49,5.21
2016-06-24,14.33,665.3,0.006434,4.28,0.001786,546.45,1322.4,20259.130859,14952.019531,2018.6,45.73,4.88
2016-06-25,14.28,665.12,0.006414,4.23,0.001788,546.45,1322.4,20259.130859,14952.019531,2018.6,45.73,4.88
2016-06-26,13.85,629.37,0.0064,4.07,0.002026,546.45,1322.4,20259.130859,14952.019531,2018.6,45.73,4.88
2016-06-27,13.88,655.28,0.006398,4.12,0.002657,557.4,1324.7,20227.300781,15309.209961,1984.9,45.24,4.72
2016-06-28,12.18,647.0,0.006773,4.1,0.002333,569.95,1317.9,20172.460938,15323.139648,2028.4,45.9,5.12
2016-06-29,12.61,639.89,0.006777,4.06,0.00204,590.55,1326.9,20436.119141,15566.830078,2066.8,46.65,5.13
2016-06-30,12.46,673.34,0.006657,4.19,0.002143,597.35,1320.6,20794.369141,15575.919922,2090.2,47.01,5.14
2016-07-01,12.2,676.3,0.006787,4.26,0.002035,605.65,1339.0,20794.369141,15682.480469,2096.3,46.66,5.07
2016-07-02,12.13,703.7,0.006699,4.59,0.00204,605.65,1339.0,20794.369141,15682.480469,2096.3,46.66,5.07
2016-07-03,11.72,658.66,0.006607,4.25,0.001928,605.65,1339.0,20794.369141,15682.480469,2096.3,46.66,5.07
2016-07-04,11.47,683.66,0.007028,4.54,0.001935,605.65,1339.0,21059.199219,15775.799805,2096.3,46.66,5.07
2016-07-05,10.61,670.63,0.006699,4.45,0.001869,602.65,1358.7,20750.720703,15669.330078,2082.7,47.35,4.96
2016-07-06,10.53,677.33,0.006691,4.47,0.001846,607.55,1367.1,20495.289063,15378.990234,2094.1,47.65,5.04
2016-07-07,10.11,640.56,0.006598,4.11,0.00174,612.35,1362.1,20706.919922,15276.240234,2092.0,48.89,5.02
2016-07-08,11.39,666.52,0.006715,4.22,0.00187,617.1,1358.4,20564.169922,15106.980469,2120.5,50.85,5.1
2016-07-09,10.97,650.96,0.006679,4.16,0.001763,617.1,1358.4,20564.169922,15106.980469,2120.5,50.85,5.1
2016-07-10,10.95,649.36,0.006674,4.1,0.001852,617.1,1358.4,20564.169922,15106.980469,2120.5,50.85,5.1
2016-07-11,10.46,647.66,0.006534,4.09,0.001809,625.75,1356.6,20880.5,15708.820313,2130.3,52.02,5.01
2016-07-12,10.52,664.55,0.00635,4.15,0.001991,628.95,1335.3,21224.740234,16095.650391,2145.8,52.8,5.14
2016-07-13,10.5,654.47,0.006411,4.14,0.002164,651.1,1332.2,21322.369141,16231.429688,2157.2,52.78,5.09
2016-07-14,11.51,658.08,0.006385,4.15,0.002039,647.4,1327.4,21561.060547,16385.890625,2152.7,53.32,5.17
2016-07-15,11.95,663.26,0.006442,4.16,0.001977,647.4,1327.4,21659.25,16497.849609,2159.9,52.7,5.14
2016-07-16,11.65,660.77,0.006572,4.13,0.001926,647.4,1327.4,21659.25,16497.849609,2159.9,52.7,5.14
2016-07-17,11.16,679.46,0.006538,4.19,0.001925,647.4,1327.4,21659.25,16497.849609,2159.9,52.7,5.14
2016-07-18,11.03,673.11,0.006482,4.15,0.001982,646.05,1329.3,21803.179688,16497.849609,2158.7,52.97,5.51
2016-07-19,11.62,672.86,0.006405,4.15,0.0019,656.4,1332.3,21673.199219,16723.310547,2167.6,53.52,5.41
2016-07-20,12.45,665.68,0.006395,4.13,0.001862,676.0,1319.3,21882.480469,16681.890625,2157.9,54.22,5.41
2016-07-21,12.65,665.01,0.006416,4.12,0.001839,685.45,1331.0,22000.490234,16810.220703,2167.4,53.22,5.22
2016-07-22,14.66,650.62,0.006303,4.04,0.001824,686.05,1323.4,21964.269531,16627.25,2162.2,54.67,5.84
2016-07-23,14.3,655.56,0.006317,4.06,0.002084,686.05,1323.4,21964.269531,16627.25,2162.2,54.67,5.84
2016-07-24,12.75,661.28,0.006286,4.07,0.002253,686.05,1323.4,21964.269531,16627.25,2162.2,54.67,5.84
2016-07-25,13.84,654.1,0.006246,4.03,0.002143,688.75,1319.5,21993.439453,16620.289063,2163.3,55.68,6.7
2016-07-26,11.99,651.78,0.005998,3.97,0.001939,692.8,1320.8,22129.730469,16383.040039,2160.6,56.63,6.98
2016-07-27,12.97,654.35,0.005969,3.96,0.001931,703.9,1326.7,22218.990234,16664.820313,2164.7,56.06,6.85
2016-07-28,12.84,655.03,0.005974,3.97,0.001948,698.65,1332.3,22174.339844,16476.839844,2168.2,56.18,6.82
2016-07-29,12.79,656.99,0.006111,4.08,0.002013,709.75,1349.0,21891.369141,16569.269531,2164.4,57.1,6.86
2016-07-30,12.46,655.05,0.006121,4.06,0.00194,709.75,1349.0,21891.369141,16569.269531,2164.4,57.1,6.86
2016-07-31,11.88,624.68,0.005945,4.01,0.001916,709.75,1349.0,21891.369141,16569.269531,2164.4,57.1,6.86
2016-08-01,10.94,606.27,0.005906,3.86,0.001874,716.25,1359.6,22129.140625,16635.769531,2152.7,56.73,6.64
2016-08-02,8.79,547.47,0.00569,3.64,0.001736,717.7,1372.6,22129.140625,16391.449219,2157.0,56.04,6.26
2016-08-03,10.29,566.35,0.005646,3.72,0.001804,713.85,1364.7,21739.119141,16083.110352,2159.3,56.19,6.3
2016-08-04,11.04,578.29,0.005816,3.75,0.001879,706.0,1367.4,21832.230469,16254.889648,2176.8,57.23,6.47
2016-08-05,10.93,575.04,0.006447,3.73,0.0019,696.3,1344.4,22146.089844,16254.450195,2175.5,58.2,6.61
2016-08-06,10.88,587.78,0.006337,3.76,0.001956,696.3,1344.4,22146.089844,16254.450195,2175.5,58.2,6.61
2016-08-07,10.91,592.69,0.006178,3.78,0.001888,696.3,1344.4,22146.089844,16254.450195,2175.5,58.2,6.61
2016-08-08,11.25,591.05,0.006027,3.79,0.001848,693.3,1341.3,22494.759766,16650.570313,2177.6,58.74,6.68
