Date,ETH,BTC,XRP,LTC,XLM,Palladium,Gold,HSI,N225,SP500,NVIDIA,AMD
2018-07-10,434.42,6329.95,0.445042,76.08,0.191889,937.6,1255.4,28682.25,22196.890625,2796.7,253.25,16.55
2018-07-11,446.52,6394.71,0.450233,78.7,0.189504,937.0,1244.4,28311.689453,21932.210938,2774.1,247.53,16.27
2018-07-12,430.07,6228.81,0.435364,76.81,0.185719,948.8,1246.6,28480.830078,22187.960938,2798.5,251.23,16.56
2018-07-13,434.03,6238.05,0.438741,76.94,0.204272,932.8,1241.2,28525.439453,22597.349609,2803.2,249.32,16.27
2018-07-14,436.09,6276.12,0.439271,76.72,0.207877,932.8,1241.2,28525.439453,22597.349609,2803.2,249.32,16.27
2018-07-15,449.85,6359.64,0.445894,78.94,0.219871,932.8,1241.2,28525.439453,22597.349609,2803.2,249.32,16.27
2018-07-16,480.66,6741.75,0.483401,84.6,0.237928,920.9,1239.7,28539.660156,22597.349609,2796.5,248.2,16.58
2018-07-17,501.0,7321.04,0.505587,89.81,0.252967,909.2,1227.3,28181.679688,22697.359375,2811.3,253.69,16.87
2018-07-18,480.51,7370.78,0.486389,86.96,0.2984,901.8,1227.9,28117.419922,22794.189453,2816.0,251.7,16.85
2018-07-19,469.62,7466.86,0.476433,86.67,0.302513,866.2,1224.0,28010.859375,22764.679688,2805.3,252.03,16.71
2018-07-20,450.7,7354.13,0.446994,82.75,0.271492,888.9,1231.1,28224.480469,22697.880859,2800.8,250.89,16.5
2018-07-21,462.44,7419.29,0.45541,84.46,0.292259,888.9,1231.1,28224.480469,22697.880859,2800.8,250.89,16.5
2018-07-22,459.66,7418.49,0.449311,83.16,0.283534,888.9,1231.1,28224.480469,22697.880859,2800.8,250.89,16.5
2018-07-23,450.85,7711.11,0.445276,82.43,0.284384,910.0,1234.4,28256.119141,22396.990234,2812.0,249.41,16.66
2018-07-24,479.37,8424.27,0.457623,89.29,0.301456,908.6,1234.6,28662.570313,22510.480469,2821.0,248.71,16.19
2018-07-25,472.49,8181.39,0.459829,86.28,0.331706,928.3,1241.0,28920.900391,22614.25,2841.3,251.87,16.05
2018-07-26,464.04,7951.58,0.44992,84.03,0.309552,941.0,1235.3,28781.140625,22586.869141,2842.5,254.84,18.35
2018-07-27,469.67,8165.01,0.453635,84.46,0.316882,918.5,1232.7,28804.279297,22712.75,2817.5,252.02,18.94
2018-07-28,466.9,8192.15,0.453667,83.62,0.315229,918.5,1232.7,28804.279297,22712.75,2817.5,252.02,18.94
2018-07-29,466.67,8218.46,0.453306,84.08,0.308399,918.5,1232.7,28804.279297,22712.75,2817.5,252.02,18.94
2018-07-30,457.08,8180.48,0.446107,82.85,0.295923,922.5,1231.5,28733.130859,22544.839844,2803.2,244.13,19.42
2018-07-31,433.87,7780.44,0.435225,79.7,0.278009,931.9,1233.6,28583.009766,22553.720703,2817.1,244.86,18.33
2018-08-01,420.75,7624.91,0.445852,77.86,0.276268,911.9,1227.6,28340.740234,22746.699219,2810.8,246.47,18.48
2018-08-02,412.62,7567.15,0.430254,76.14,0.261192,923.5,1210.6,27714.560547,22512.529297,2828.4,250.62,18.79
2018-08-03,418.26,7434.39,0.440571,77.54,0.258956,907.9,1223.2,27676.320313,22525.179688,2839.5,252.1,18.49
2018-08-04,407.25,7032.85,0.428507,73.2,0.240724,907.9,1223.2,27676.320313,22525.179688,2839.5,252.1,18.49
2018-08-05,410.52,7068.48,0.433638,74.59,0.244218,907.9,1223.2,27676.320313,22525.179688,2839.5,252.1,18.49
2018-08-06,406.66,6951.8,0.414081,73.89,0.234705,903.6,1208.6,27819.560547,22507.320313,2850.1,254.03,19.43
2018-08-07,380.22,6753.12,0.381006,68.17,0.230672,902.9,1218.3,28248.880859,22662.740234,2859.7,256.95,19.56
2018-08-08,356.61,6305.8,0.331944,62.49,0.201351,886.4,1221.0,28359.140625,22644.310547,2855.3,258.42,19.58
2018-08-09,365.59,6568.23,0.346771,63.98,0.221435,898.4,1219.9,28607.300781,22598.390625,2853.8,256.46,19.1
2018-08-10,334.18,6184.71,0.320426,59.39,0.22543,901.1,1219.0,28366.619141,22298.080078,2836.8,254.79,19.06
2018-08-11,322.11,6295.73,0.301262,58.36,0.217665,901.1,1219.0,28366.619141,22298.080078,2836.8,254.79,19.06
2018-08-12,319.57,6322.69,0.29787,59.33,0.223601,901.1,1219.0,28366.619141,22298.080078,2836.8,254.79,19.06
2018-08-13,286.5,6297.57,0.277466,56.85,0.223559,880.9,1198.9,27936.570313,21857.429688,2825.5,256.12,19.73
2018-08-14,278.93,6199.71,0.274272,54.56,0.216706,898.0,1193.0,27752.929688,22356.080078,2841.0,261.43,20.02
2018-08-15,282.36,6308.52,0.282005,54.5,0.216954,837.2,1185.0,27323.589844,22204.220703,2821.2,259.08,19.7
2018-08-16,288.05,6334.73,0.292436,55.36,0.216032,874.8,1184.0,27100.060547,22192.039063,2844.7,257.44,19.33
2018-08-17,315.73,6580.63,0.366676,61.51,0.23812,877.8,1184.2,27213.410156,22270.380859,2852.2,244.82,19.77
2018-08-18,295.81,6423.76,0.3271,57.28,0.224235,877.8,1184.2,27213.410156,22270.380859,2852.2,244.82,19.77
2018-08-19,300.83,6506.07,0.343978,57.94,0.222723,877.8,1184.2,27213.410156,22270.380859,2852.2,244.82,19.77
2018-08-20,274.32,6308.53,0.319283,54.0,0.216457,898.7,1194.6,27598.019531,22199.0,2858.6,247.84,19.98
2018-08-21,281.94,6488.76,0.335177,56.35,0.214708,910.0,1200.0,27752.789063,22219.730469,2861.7,253.32,20.4
2018-08-22,271.34,6376.71,0.319803,55.32,0.206896,918.2,1203.3,27927.580078,22362.550781,2861.2,262.82,20.9
2018-08-23,277.1,6534.88,0.327709,57.54,0.222162,911.2,1194.0,27790.460938,22410.820313,2858.0,266.84,22.29
2018-08-24,282.97,6719.96,0.327606,57.93,0.219806,919.2,1213.3,27671.869141,22601.769531,2876.7,272.22,23.98
2018-08-25,279.65,6763.19,0.32823,57.91,0.217795,919.2,1213.3,27671.869141,22601.769531,2876.7,272.22,23.98
2018-08-26,275.2,6707.26,0.323776,57.33,0.21484,919.2,1213.3,27671.869141,22601.769531,2876.7,272.22,23.98
2018-08-27,285.6,6884.64,0.336903,60.25,0.225437,937.5,1216.0,28271.269531,22799.640625,2898.4,275.9,25.26
2018-08-28,296.5,7096.28,0.351837,63.02,0.234745,954.4,1207.4,28351.619141,22813.470703,2899.3,274.38,25.05
2018-08-29,289.31,7047.16,0.344803,61.77,0.226211,954.3,1211.5,28416.439453,22848.220703,2914.7,278.49,25.2
2018-08-30,284.11,6978.23,0.335444,60.32,0.220902,960.7,1205.0,28164.050781,22869.5,2902.0,277.81,24.89
2018-08-31,283.0,7037.58,0.335332,61.93,0.222076,969.9,1206.7,27888.550781,22865.150391,2902.1,280.68,25.17
2018-09-01,295.34,7193.25,0.347721,65.95,0.229722,969.9,1206.7,27888.550781,22865.150391,2902.1,280.68,25.17
2018-09-02,294.37,7272.72,0.342523,65.65,0.224744,969.9,1206.7,27888.550781,22865.150391,2902.1,280.68,25.17
2018-09-03,289.26,7260.06,0.335961,65.37,0.225325,969.9,1206.7,27712.539063,22707.380859,2902.1,280.68,25.17
2018-09-04,285.72,7361.66,0.331652,67.71,0.231268,967.5,1199.1,27973.339844,22696.900391,2898.3,283.7,28.06
2018-09-05,232.33,6792.83,0.283601,58.44,0.207437,961.2,1201.3,27243.849609,22580.830078,2888.3,278.42,28.51
2018-09-06,230.22,6529.17,0.30271,57.49,0.207484,962.1,1204.3,26974.820313,22487.939453,2879.1,272.72,27.84
2018-09-07,217.2,6467.07,0.291435,56.2,0.207662,968.8,1200.4,26973.470703,22307.060547,2874.7,271.86,27.38
2018-09-08,197.95,6225.98,0.279333,53.24,0.194437,968.8,1200.4,26973.470703,22307.060547,2874.7,271.86,27.38
2018-09-09,196.92,6300.86,0.27868,54.92,0.192781,968.8,1200.4,26973.470703,22307.060547,2874.7,271.86,27.38
2018-09-10,197.08,6329.7,0.270321,54.6,0.190839,964.6,1199.8,26613.419922,22373.089844,2880.3,274.73,29.89
2018-09-11,185.07,6321.2,0.26371,52.37,0.201071,961.8,1202.2,26422.550781,22664.689453,2889.8,272.8,30.1
2018-09-12,183.33,6351.8,0.270087,51.66,0.198293,965.0,1210.9,26345.039063,22604.609375,2888.4,268.2,32.21
2018-09-13,211.35,6517.31,0.280583,54.54,0.207806,968.7,1208.2,27014.490234,22821.320313,2905.3,271.34,30.48
2018-09-14,211.75,6512.71,0.277159,56.58,0.201743,970.5,1201.1,27286.410156,23094.669922,2911.4,276.43,32.72
2018-09-15,223.07,6543.2,0.282008,56.71,0.203202,970.5,1201.1,27286.410156,23094.669922,2911.4,276.43,32.72
2018-09-16,220.59,6517.18,0.281166,56.97,0.20651,970.5,1201.1,27286.410156,23094.669922,2911.4,276.43,32.72
2018-09-17,197.88,6281.2,0.272251,52.54,0.196827,977.0,1205.8,26932.849609,23094.669922,2896.0,273.93,32.43
2018-09-18,209.98,6371.3,0.32186,54.1,0.208417,1004.8,1202.9,27084.660156,23420.539063,2911.8,271.02,31.93
2018-09-19,209.97,6398.54,0.326053,54.33,0.206563,1053.4,1202.2,27407.369141,23672.519531,2915.1,271.98,31.21
2018-09-20,224.59,6519.67,0.449918,56.63,0.231897,1044.2,1211.3,27477.669922,23674.929688,2939.4,266.28,31.18
2018-09-21,246.58,6734.95,0.561462,60.72,0.249211,1044.9,1201.3,27953.580078,23869.929688,2933.7,263.45,31.02
2018-09-22,240.48,6721.98,0.570798,60.44,0.239225,1044.9,1201.3,27953.580078,23869.929688,2933.7,263.45,31.02
2018-09-23,244.33,6710.63,0.570689,61.37,0.281478,1044.9,1201.3,27953.580078,23869.929688,2933.7,263.45,31.02
2018-09-24,228.73,6595.41,0.494712,57.97,0.259048,1051.6,1204.4,27499.390625,23869.929688,2925.4,265.7,32.61
2018-09-25,218.51,6446.47,0.526941,57.54,0.252306,1053.8,1205.1,27499.390625,23940.259766,2921.3,268.41,32.57
2018-09-26,215.85,6495.0,0.516308,57.4,0.244767,1063.1,1199.1,27816.869141,24033.789063,2911.5,266.92,32.19
2018-09-27,228.49,6676.75,0.541381,62.98,0.259216,1089.2,1182.3,27715.669922,23796.740234,2919.9,267.4,32.59
2018-09-28,222.4,6644.13,0.539112,61.9,0.254127,1072.8,1196.2,27788.519531,24120.039063,2919.0,281.02,30.89
2018-09-29,231.64,6601.96,0.571228,61.61,0.253908,1072.8,1196.2,27788.519531,24120.039063,2919.0,281.02,30.89
2018-09-30,232.85,6625.56,0.581572,61.14,0.259599,1072.8,1196.2,27788.519531,24120.039063,2919.0,281.02,30.89
2018-10-01,230.77,6589.62,0.576461,60.21,0.258404,1056.4,1191.7,27788.519531,24245.759766,2930.1,289.36,31.42
2018-10-02,227.18,6556.1,0.520837,59.71,0.248286,1050.7,1207.0,27126.380859,24270.619141,2928.5,286.48,29.02
2018-10-03,220.49,6502.59,0.528162,57.48,0.241136,1053.0,1202.9,27091.259766,24110.960938,2931.6,286.73,28.43
2018-10-04,222.22,6576.69,0.526606,58.28,0.244278,1045.5,1201.6,26623.869141,23975.619141,2907.7,279.29,27.78
2018-10-05,227.6,6622.48,0.519026,58.77,0.245192,1057.1,1205.6,26572.570313,23783.720703,2894.1,269.86,27.35
2018-10-06,225.12,6588.31,0.488082,57.84,0.239771,1057.1,1205.6,26572.570313,23783.720703,2894.1,269.86,27.35
2018-10-07,226.12,6602.95,0.482039,58.16,0.245138,1057.1,1205.6,26572.570313,23783.720703,2894.1,269.86,27.35
2018-10-08,229.26,6652.23,0.489751,59.41,0.249009,1086.9,1184.4,26202.570313,23783.720703,2893.7,265.77,26.46
2018-10-09,227.98,6642.64,0.479857,58.71,0.243915,1062.1,1191.5,26172.910156,23469.390625,2888.2,265.54,27.24
2018-10-10,225.77,6585.53,0.462387,57.98,0.241593,1067.2,1193.4,26193.070313,23506.039063,2781.1,245.69,25.0
2018-10-11,189.5,6256.24,0.38313,51.23,0.207037,1075.2,1227.6,25266.369141,22590.859375,2745.4,235.13,25.3
2018-10-12,196.73,6274.58,0.419115,53.55,0.216032,1060.8,1222.0,25801.490234,22694.660156,2768.4,246.54,26.34
2018-10-13,199.84,6285.99,0.418878,53.45,0.21481,1060.8,1222.0,25801.490234,22694.660156,2768.4,246.54,26.34
2018-10-14,195.72,6290.93,0.403286,52.19,0.210144,1060.8,1222.0,25801.490234,22694.660156,2768.4,246.54,26.34
2018-10-15,209.7,6596.54,0.447316,54.88,0.223001,1096.2,1226.4,25445.060547,22271.300781,2749.1,235.38,26.26
2018-10-16,210.12,6596.11,0.470253,54.07,0.227978,1073.9,1231.0,25462.259766,22549.240234,2817.8,245.83,28.18
2018-10-17,207.08,6544.43,0.468197,53.67,0.240403,1067.6,1227.4,25462.259766,22841.119141,2816.2,243.06,27.3
2018-10-18,203.35,6476.71,0.457725,52.53,0.239452,1064.7,1230.1,25454.550781,22658.160156,2772.2,239.53,26.62
2018-10-19,203.73,6465.41,0.454178,53.02,0.242853,1069.9,1228.7,25561.400391,22532.080078,2767.5,229.17,23.66
2018-10-20,205.43,6489.19,0.459151,53.36,0.244182,1069.9,1228.7,25561.400391,22532.080078,2767.5,229.17,23.66
2018-10-21,205.14,6482.35,0.456694,52.92,0.241724,1069.9,1228.7,25561.400391,22532.080078,2767.5,229.17,23.66
2018-10-22,204.04,6487.16,0.453109,52.2,0.242361,1107.7,1224.6,26153.150391,22614.820313,2756.5,231.22,25.03
2018-10-23,204.34,6475.74,0.462058,52.54,0.242215,1122.8,1236.8,25346.550781,22010.779297,2746.2,221.06,25.09
2018-10-24,203.85,6495.84,0.457237,52.52,0.23776,1112.3,1231.1,25249.779297,22091.179688,2664.3,199.41,22.79
2018-10-25,202.72,6476.29,0.458052,52.23,0.235646,1087.6,1232.4,24994.460938,21268.730469,2688.2,207.84,19.27
2018-10-26,203.33,6474.75,0.459288,52.1,0.234011,1085.9,1235.8,24717.630859,21184.599609,2669.6,198.29,17.63
2018-10-27,204.21,6480.38,0.456348,51.93,0.22876,1085.9,1235.8,24717.630859,21184.599609,2669.6,198.29,17.63
2018-10-28,205.37,6486.39,0.462406,51.94,0.232871,1085.9,1235.8,24717.630859,21184.599609,2669.6,198.29,17.63
2018-10-29,197.25,6332.63,0.441514,49.07,0.222357,1079.3,1227.6,24812.039063,21149.800781,2643.6,185.62,16.85
2018-10-30,197.56,6334.27,0.444759,49.24,0.225093,1055.0,1225.3,24585.529297,21457.289063,2685.3,203.0,17.2
2018-10-31,197.38,6317.61,0.448382,49.44,0.223471,1068.5,1215.0,24979.689453,21920.460938,2711.1,210.83,18.21
2018-11-01,198.87,6377.78,0.455722,50.27,0.222945,1081.4,1238.6,25416.0,21687.650391,2738.1,218.11,20.22
2018-11-02,200.64,6388.44,0.458685,51.33,0.234244,1104.5,1233.3,26486.349609,22243.660156,2724.3,214.92,20.23
2018-11-03,200.19,6361.26,0.455667,50.97,0.235706,1104.5,1233.3,26486.349609,22243.660156,2724.3,214.92,20.23
2018-11-04,207.49,6376.13,0.462691,53.61,0.241638,1104.5,1233.3,26486.349609,22243.660156,2724.3,214.92,20.23
2018-11-05,209.09,6419.66,0.497412,53.55,0.246529,1121.6,1232.3,25934.390625,21898.990234,2739.6,211.77,19.9
2018-11-06,218.45,6461.01,0.54908,55.95,0.265596,1095.3,1226.3,26120.960938,22147.75,2759.0,211.06,20.68
2018-11-07,217.18,6530.14,0.535707,54.19,0.256718,1120.7,1228.7,26147.689453,22085.800781,2816.4,213.79,21.84
2018-11-08,212.23,6453.72,0.493508,52.37,0.256043,1116.1,1225.1,26227.720703,22486.919922,2808.7,205.99,21.2
2018-11-09,210.07,6385.62,0.500668,51.9,0.255542,1097.5,1208.6,25601.919922,22250.25,2778.9,205.67,21.03
2018-11-10,212.53,6409.22,0.506698,52.4,0.26123,1097.5,1208.6,25601.919922,22250.25,2778.9,205.67,21.03
2018-11-11,211.34,6411.27,0.505913,51.36,0.273605,1097.5,1208.6,25601.919922,22250.25,2778.9,205.67,21.03
2018-11-12,210.42,6371.27,0.517165,50.65,0.267326,1102.2,1201.3,25633.179688,22269.880859,2727.8,189.54,19.03
2018-11-13,206.83,6359.49,0.510112,49.7,0.257787,1092.1,1199.2,25792.869141,21810.519531,2727.6,199.31,19.61
2018-11-14,181.4,5738.35,0.474372,43.61,0.233043,1110.2,1210.1,25654.429688,21846.480469,2698.6,197.19,20.81
2018-11-15,180.81,5648.03,0.481708,43.95,0.241944,1137.4,1215.0,26103.339844,21803.619141,2734.5,202.39,21.49
2018-11-16,175.18,5575.55,0.471609,42.46,0.23885,1154.6,1223.0,26183.529297,21680.339844,2742.9,164.43,20.66
2018-11-17,174.0,5554.33,0.491654,41.93,0.244927,1154.6,1223.0,26183.529297,21680.339844,2742.9,164.43,20.66
2018-11-18,177.07,5623.54,0.510473,42.33,0.249758,1154.6,1223.0,26183.529297,21680.339844,2742.9,164.43,20.66
2018-11-19,149.18,4871.49,0.478166,36.64,0.224412,1141.3,1225.3,26372.0,21821.160156,2696.3,144.7,19.11
2018-11-20,130.34,4451.87,0.434726,33.04,0.193193,1126.1,1221.2,25840.339844,21583.119141,2639.9,149.08,19.21
2018-11-21,136.7,4602.17,0.447651,34.67,0.203688,1149.8,1225.8,25971.470703,21507.539063,2649.0,144.71,18.73
2018-11-22,126.71,4365.94,0.42608,32.2,0.187797,1149.8,1225.8,26019.410156,21646.550781,2649.0,144.71,18.73
2018-11-23,123.3,4347.11,0.407428,32.16,0.181211,1111.5,1223.2,25927.679688,21646.550781,2629.5,145.0,19.38
2018-11-24,113.49,3880.76,0.375336,29.22,0.154205,1111.5,1223.2,25927.679688,21646.550781,2629.5,145.0,19.38
2018-11-25,116.45,4009.97,0.374551,30.89,0.159607,1111.5,1223.2,25927.679688,21646.550781,2629.5,145.0,19.38
2018-11-26,108.34,3779.13,0.355451,29.41,0.144795,1123.9,1228.7,26376.179688,21812.0,2669.9,153.05,20.08
2018-11-27,110.01,3820.72,0.360163,31.07,0.144374,1122.1,1219.9,26331.960938,21952.400391,2683.5,153.73,21.05
2018-11-28,122.44,4257.42,0.390557,34.63,0.162237,1151.9,1229.8,26682.560547,22177.019531,2741.5,160.07,21.34
2018-11-29,117.54,4278.85,0.379562,33.8,0.16508,1151.4,1230.4,26451.029297,22262.599609,2744.2,157.36,21.43
2018-11-30,113.17,4017.27,0.362455,32.06,0.15863,1144.6,1226.0,26506.75,22351.060547,2758.3,163.43,21.3
2018-12-01,118.64,4214.67,0.372906,34.34,0.166332,1144.6,1226.0,26506.75,22351.060547,2758.3,163.43,21.3
2018-12-02,116.39,4139.88,0.367627,33.71,0.160301,1144.6,1226.0,26506.75,22351.060547,2758.3,163.43,21.3
2018-12-03,108.93,3894.13,0.348754,31.07,0.149536,1165.6,1239.6,27182.039063,22574.759766,2790.7,170.04,23.71
2018-12-04,110.21,3956.89,0.352231,31.19,0.147653,1180.2,1246.6,27260.439453,22036.050781,2701.7,157.11,21.12
2018-12-05,102.48,3753.99,0.338242,29.3,0.135936,1184.4,1242.6,26819.679688,21919.330078,2701.7,157.11,21.12
2018-12-06,91.76,3521.1,0.310936,26.94,0.119594,1141.9,1243.6,26156.380859,21501.619141,2691.1,158.29,21.3
2018-12-07,93.29,3419.94,0.301997,25.27,0.115263,1170.8,1252.6,26063.759766,21678.679688,2636.0,147.61,19.46
2018-12-08,92.16,3476.11,0.307269,24.86,0.118993,1170.8,1252.6,26063.759766,21678.679688,2636.0,147.61,19.46
2018-12-09,95.14,3614.23,0.31337,25.95,0.124328,1170.8,1252.6,26063.759766,21678.679688,2636.0,147.61,19.46
2018-12-10,91.69,3502.66,0.303766,24.62,0.118253,1158.7,1249.4,25752.380859,21219.5,2643.1,151.86,19.99
2018-12-11,88.95,3424.59,0.301345,23.8,0.112835,1177.3,1247.2,25771.669922,21148.019531,2641.2,148.19,19.98
2018-12-12,90.59,3486.95,0.307323,24.49,0.11369,1194.5,1250.0,26186.710938,21602.75,2652.4,148.9,20.48
2018-12-13,86.54,3313.68,0.300026,23.67,0.1058,1190.7,1247.4,26524.349609,21816.189453,2645.6,148.89,19.86
2018-12-14,84.31,3242.48,0.28879,23.46,0.09774,1171.6,1241.4,26094.789063,21374.830078,2605.4,146.45,19.9
2018-12-15,84.44,3236.76,0.285883,23.78,0.095439,1171.6,1241.4,26094.789063,21374.830078,2605.4,146.45,19.9
2018-12-16,85.26,3252.84,0.287929,25.6,0.096278,1171.6,1241.4,26094.789063,21374.830078,2605.4,146.45,19.9
2018-12-17,95.13,3545.86,0.328453,29.27,0.109693,1182.0,1251.8,26087.980469,21506.880859,2555.7,143.58,18.83
2018-12-18,101.11,3696.06,0.350162,30.14,0.11433,1179.2,1253.6,25814.25,21115.449219,2537.9,146.94,19.5
2018-12-19,101.27,3745.95,0.351956,29.68,0.114245,1201.3,1256.4,25865.390625,20987.919922,2504.4,138.51,18.16
2018-12-20,116.22,4134.44,0.378199,32.82,0.12655,1191.9,1267.9,25623.529297,20392.580078,2486.2,135.1,17.94
2018-12-21,109.5,3896.54,0.35857,30.8,0.119916,1158.7,1258.1,25753.419922,20166.189453,2413.5,129.57,16.93
2018-12-22,116.76,4014.18,0.362308,31.86,0.12275,1158.7,1258.1,25753.419922,20166.189453,2413.5,129.57,16.93
2018-12-23,130.77,3998.98,0.37127,33.46,0.126585,1158.7,1258.1,25753.419922,20166.189453,2413.5,129.57,16.93
2018-12-24,140.24,4078.6,0.406799,33.2,0.13252,1176.1,1271.8,25651.380859,20166.189453,2341.7,127.08,16.65
2018-12-25,129.84,3815.49,0.380872,31.13,0.121682,1176.1,1271.8,25651.380859,19155.740234,2341.7,127.08,16.65
2018-12-26,131.87,3857.3,0.378693,30.99,0.120607,1185.9,1273.0,25651.380859,19327.060547,2470.9,133.1,17.9
2018-12-27,116.58,3654.83,0.341162,28.29,0.110486,1194.5,1281.1,25478.880859,20077.619141,2494.9,131.17,17.49
2018-12-28,137.65,3923.92,0.376852,32.51,0.121383,1183.4,1283.0,25504.199219,20014.769531,2486.0,133.65,17.82
2018-12-29,138.02,3820.41,0.367252,31.57,0.118036,1183.4,1283.0,25504.199219,20014.769531,2486.0,133.65,17.82
2018-12-30,139.86,3865.95,0.369581,31.98,0.11743,1183.4,1283.0,25504.199219,20014.769531,2486.0,133.65,17.82
2018-12-31,133.37,3742.7,0.352706,30.47,0.112813,1197.2,1281.3,25845.699219,20014.769531,2505.2,133.5,18.46
2019-01-01,140.82,3843.52,0.364771,31.98,0.11593,1197.2,1281.3,25845.699219,20014.769531,2505.2,133.5,18.46
2019-01-02,155.05,3943.41,0.375243,33.43,0.119331,1198.8,1284.1,25130.349609,20014.769531,2511.0,136.22,18.83
2019-01-03,149.14,3836.74,0.360224,32.03,0.113825,1200.3,1294.8,25064.359375,20014.769531,2447.7,127.99,17.05
2019-01-04,154.58,3857.72,0.356747,32.4,0.115361,1234.4,1285.8,25626.029297,19561.960938,2531.3,136.19,19.0
2019-01-05,155.64,3845.19,0.355275,34.94,0.114046,1234.4,1285.8,25626.029297,19561.960938,2531.3,136.19,19.0
2019-01-06,157.75,4076.63,0.368395,39.3,0.120384,1234.4,1285.8,25626.029297,19561.960938,2531.3,136.19,19.0
2019-01-07,151.7,4025.25,0.364347,37.81,0.12322,1240.2,1289.9,25835.699219,20038.970703,2550.6,143.4,20.57
2019-01-08,150.36,4030.85,0.365315,39.48,0.123119,1261.4,1285.9,25875.449219,20204.039063,2572.4,139.83,20.75
2019-01-09,150.8,4035.3,0.37089,38.99,0.123774,1269.4,1292.0,26462.320313,20427.060547,2582.6,142.58,20.19
2019-01-10,128.63,3678.92,0.332652,33.87,0.109879,1273.2,1287.4,26521.429688,20163.800781,2594.1,145.23,19.74
2019-01-11,127.55,3687.37,0.332904,32.33,0.107332,1278.7,1289.5,26667.269531,20359.699219,2595.1,148.83,20.27
2019-01-12,125.97,3661.3,0.3288,32.38,0.106764,1278.7,1289.5,26667.269531,20359.699219,2595.1,148.83,20.27
2019-01-13,116.9,3552.95,0.317863,30.33,0.103609,1278.7,1289.5,26667.269531,20359.699219,2595.1,148.83,20.27
2019-01-14,129.07,3706.05,0.333766,32.36,0.109649,1279.5,1289.1,26298.330078,20359.699219,2580.5,150.44,20.23
2019-01-15,122.03,3630.68,0.327179,31.51,0.105685,1277.1,1288.4,26830.289063,20555.289063,2605.4,149.87,20.38
2019-01-16,123.55,3655.01,0.329701,31.82,0.106891,1318.5,1293.8,26902.099609,20442.75,2613.2,148.84,19.73
2019-01-17,123.74,3678.56,0.329353,31.89,0.108461,1348.2,1292.3,26755.630859,20402.269531,2635.2,151.72,20.25
2019-01-18,121.01,3657.84,0.324277,31.31,0.106821,1335.1,1282.6,27090.810547,20666.070313,2671.6,156.93,20.77
2019-01-19,124.52,3728.57,0.331001,32.55,0.108304,1335.1,1282.6,27090.810547,20666.070313,2671.6,156.93,20.77
2019-01-20,119.47,3601.01,0.321177,31.18,0.104702,1335.1,1282.6,27090.810547,20666.070313,2671.6,156.93,20.77
2019-01-21,117.16,3576.03,0.32079,31.21,0.10338,1335.1,1282.6,27196.539063,20719.330078,2671.6,156.93,20.77
2019-01-22,118.75,3604.58,0.319491,31.68,0.104103,1306.5,1283.4,27005.449219,20622.910156,2631.9,148.77,19.76
2019-01-23,117.45,3585.12,0.316492,32.0,0.102576,1308.2,1290.2,27008.199219,20593.720703,2638.3,149.29,19.8
2019-01-24,117.36,3600.87,0.317598,32.78,0.10221,1280.7,1285.9,27120.980469,20574.630859,2634.0,157.84,20.85
2019-01-25,116.38,3599.77,0.317165,32.98,0.101741,1319.8,1304.2,27569.189453,20773.560547,2663.5,160.15,21.93
2019-01-26,116.49,3602.46,0.314235,33.15,0.100014,1319.8,1304.2,27569.189453,20773.560547,2663.5,160.15,21.93
2019-01-27,113.41,3583.97,0.309439,32.59,0.096316,1319.8,1304.2,27569.189453,20773.560547,2663.5,160.15,21.93
2019-01-28,106.59,3470.45,0.294863,31.2,0.087904,1289.3,1309.3,27576.960938,20649.0,2641.9,138.01,20.18
2019-01-29,105.6,3448.12,0.289558,31.1,0.083923,1303.6,1315.2,27531.679688,20664.640625,2640.3,131.6,19.25
2019-01-30,108.91,3486.18,0.320461,31.93,0.085634,1316.4,1315.5,27642.849609,20556.539063,2682.5,137.39,23.09
2019-01-31,107.06,3457.79,0.310036,31.65,0.082631,1299.9,1325.2,27942.470703,20773.490234,2704.5,143.75,24.41
2019-02-01,107.61,3487.95,0.308517,32.83,0.08358,1313.6,1322.1,27930.740234,20788.390625,2704.2,144.73,24.51
2019-02-02,110.43,3521.06,0.310912,34.39,0.08309,1313.6,1322.1,27930.740234,20788.390625,2704.2,144.73,24.51
2019-02-03,107.49,3464.01,0.302352,33.44,0.081347,1313.6,1322.1,27930.740234,20788.390625,2704.2,144.73,24.51
2019-02-04,107.82,3459.15,0.300198,34.11,0.07973,1330.4,1319.3,27990.210938,20883.769531,2721.2,149.18,24.13
2019-02-05,107.44,3466.36,0.299239,34.26,0.077882,1341.2,1319.2,27990.210938,20844.449219,2731.1,149.95,23.31
2019-02-06,104.92,3413.77,0.290727,32.93,0.074387,1351.6,1314.4,27990.210938,20874.060547,2729.4,153.0,23.26
2019-02-07,104.54,3399.47,0.291618,33.22,0.074688,1358.1,1314.2,27990.210938,20751.279297,2704.1,147.42,22.67
2019-02-08,119.27,3666.78,0.311683,43.46,0.081224,1371.2,1318.5,27946.320313,20333.169922,2706.3,148.17,23.05
2019-02-09,119.43,3671.2,0.311284,44.79,0.080808,1371.2,1318.5,27946.320313,20333.169922,2706.3,148.17,23.05
