Date,AMD,BTC,ETH,Gold,LTC,NVIDIA,Palladium,XLM,XRP,SP500,N225
2016-01-02,0.0,-0.0020629897281927434,-0.011497558377594919,0.0,-0.001943574310955154,0.0,0.0,-0.0040046070629998765,0.018471856815603926,0.0,0.0
2016-01-03,0.0,-0.00790655652199379,0.037114595977237874,0.0,-0.005450971752978595,0.0,0.0,0.001723160751573527,-0.007914245842139844,0.0,0.0
2016-01-04,0.0,0.007162647438718084,-0.01792870783877687,0.0,0.0035371215685833235,0.0,0.0,0.0022935954351308574,-0.009805509600384954,0.0,0.0
2016-01-05,-0.0072202097704795465,-0.0026114880105213567,-0.004509253026677484,0.003069527395650695,-0.007358229413982564,0.016064271699788968,-0.01445812035105054,-0.015446274929561299,0.014434327067096797,0.0020122259542274534,-0.004172161413339537
2016-01-06,-0.04288940509772332,-0.006609363193875617,0.0007198907392040876,0.008021448126787956,-0.004643076466597562,-0.03647060020297177,-0.026208222466319264,-0.02847176576614241,-0.006783600247500021,-0.012319859824193036,-0.009942292777838313
2016-01-07,-0.04288940509772332,0.04508626296557394,-0.009312669186770206,0.008021448126787956,0.04360136334255449,-0.03647060020297177,-0.02385900026574872,0.03349279864724286,0.0059970473210551045,-0.012319859824193036,-0.01571444591883875
2016-01-08,-0.04288940509772332,-0.010518533255044149,0.047541160048318654,-0.00893735016714281,-0.009783183133480144,-0.021466364304462582,0.0012170509199100898,-0.027199079025455708,-0.01755263113658523,-0.010838374390218508,-0.003904856149549274
2016-01-09,0.0,-0.012397719520954253,4.4577136930179506e-05,0.0,-0.00232848383402251,0.0,0.0,0.04045214298377808,0.008258914906342119,0.0,0.0
2016-01-10,0.0,0.0008489623562373261,0.012563427478707645,0.0,-0.0066983556371914554,0.0,0.0,0.009148087474031064,-0.004346327764054525,0.0,0.0
2016-01-11,0.032915365890298975,0.0009754921892843882,0.06241698884905156,-0.001184230980416534,0.00562663849909395,0.0016875175776376317,-0.026208222466319264,-0.014730923964967002,-0.010241811581846672,0.0008532721255336551,0.0
2016-01-12,0.02136760366190571,-0.028405912064368044,0.06958391182277635,-0.009940742739682928,-0.01769654457217984,0.016846361012766042,-0.009276816381460717,0.002300190066927499,-0.006955060170232064,0.0078027985167561376,-0.01571444591883875
2016-01-13,-0.04288940509772332,-0.007617802165628129,-0.013847501128883777,0.0017502067582828573,-0.005054813998731866,-0.03048376630188998,0.018478843063738593,0.04647162057608423,-0.01024940084091075,-0.012319859824193036,0.010724310624548261
2016-01-14,-0.017777760823567745,-0.004775996611502853,0.05722533076550973,-0.011422523280690933,-0.00288549286891826,-0.02016405153700296,0.009454334023070388,0.04934209707518655,-0.04573695682225132,0.008603496447961101,-0.01571444591883875
2016-01-15,-0.04288940509772332,-0.06027358971670127,0.015484310859079642,0.008021448126787956,-0.07804647503505102,-0.03647060020297177,-0.008551321880578722,-0.09247458320129076,-0.054259352199367505,-0.012319859824193036,-0.005442846711012139
2016-01-16,0.0,0.04508626296557394,0.010165468629761643,0.0,0.03008566991948536,0.0,0.0,0.006332806012794512,-0.022375251932641227,0.0,0.0
2016-01-17,0.0,-0.013513581619651549,0.06958391182277635,0.0,-0.019679684944620912,0.0,0.0,-0.019450815393408538,0.03012524394385241,0.0,0.0
2016-01-18,0.0,0.012736072796625919,0.06958391182277635,0.0,0.0075242888446414025,0.0,0.0,-0.0017503050298752765,0.01139384554246936,0.0,-0.01117034121093663
2016-01-19,-0.039408829967266024,-0.01812911310968357,-0.038525175956854674,-0.0014658502848718946,-0.010337915268412101,0.008115061173052274,0.018478843063738593,0.06721219254209854,-0.010326734046204655,0.0005318215543925753,0.005473058494327665
2016-01-20,-0.04288940509772332,0.04508626296557394,0.06958391182277635,0.008021448126787956,0.06193619400423955,0.005488460261581007,-0.01821656202765487,-0.002738246404051514,0.0208689764621508,-0.011693855152413501,-0.01571444591883875
2016-01-21,0.032915365890298975,-0.023720384830985597,0.014198778225842146,-0.0072260863304292045,-0.049505277915078416,0.011644821694133833,0.018478843063738593,-0.04557937910678056,-0.012637065459980001,0.005195438361131455,-0.01571444591883875
2016-01-22,-0.03349279240072123,-0.06027358971670127,-0.033664382852131136,-0.0017287093588095326,-0.044774826725728745,0.023381350493433484,0.0013058641817866867,-0.019562664198858104,-0.037455363172407496,0.008603496447961101,0.010724310624548261
2016-01-23,0.0,0.013069535735354965,0.06958391182277635,0.0,0.008746775242229665,0.0,0.0,-0.004694871283531521,0.0011732588760882123,0.0,0.0
2016-01-24,0.0,0.0399493435811773,0.06958391182277635,0.0,0.024978376252665635,0.0,0.0,0.015919795334175424,0.0193359487976299,0.0,0.0
2016-01-25,0.032915365890298975,-0.02790522118354022,0.06958391182277635,0.008021448126787956,-0.016887770356063703,-0.001054505653461546,-0.017455822223103934,-0.008125357210253759,-0.01609498169877077,-0.012319859824193036,0.008985499668481278
2016-01-26,-0.0235848844412071,0.0010900525845980447,-0.0793594074434344,0.008021448126787956,0.008806364802047772,0.009852240882963992,0.004186211439386467,0.07341380854641533,0.05530668396671601,0.008603496447961101,-0.01571444591883875
2016-01-27,0.028985595716481738,0.007188443331436867,0.04928021024346152,-0.004992400668366592,0.04204046862995736,-0.011846694897197696,0.017895247164146033,0.07341380854641533,0.05999474109207692,-0.010863483795639506,0.010724310624548261
2016-01-28,-0.02347426668941177,-0.037174746465929664,0.057750487732206146,-0.0004479885412931317,-0.05088745638142911,-0.01093093676372714,-0.019078989163653248,-0.09247458320129076,-0.043037236654628,0.005528577205787588,-0.007135357405677056
2016-01-29,0.032915365890298975,-0.0021431133644858047,-0.012479726319109208,0.0007171466884483557,-0.0028139589971653,0.026678004413353662,0.01323828920570258,-0.01048213821024857,0.05999474109207692,0.008603496447961101,0.010724310624548261
2016-01-30,0.0,-0.003212325860960319,-0.020000342105079616,0.0,-0.009828450014919277,0.0,0.0,-0.08103813360100642,-0.030116916385476977,0.0,0.0
2016-01-31,0.0,-0.025083624722259446,-0.05685748623276199,0.0,-0.009296296835149764,0.0,0.0,0.023631101798184062,-0.035423598385193045,0.0,0.0
2016-02-01,-0.027272700672307693,0.011630654274163321,-0.04091433694783819,0.008021448126787956,0.008217120134244915,0.00034135613590602354,0.008241218298523867,0.009009011961674362,0.02234722977018655,-0.00044323658717015935,0.010724310624548261
